id;population;population_source;population_date;source_region;source_country;match_method
638;94343;matched_scaled_official;2018-01-01;Castelo Branco;Portugal;matched
639;70684;matched_scaled_official;2018-01-01;Guarda;Portugal;matched
640;60711;matched_scaled_official;2018-01-01;Bragança;Portugal;matched
641;90142;matched_scaled_official;2018-01-01;Vila Real;Portugal;matched
642;110218;matched_scaled_official;2018-01-01;Faro;Portugal;matched
643;1425219;matched_scaled_official;2018-01-01;Setúbal;Portugal;matched
644;3861019;matched_scaled_official;2023-01-01;Lisbon;Portugal;matched
645;103754;matched_scaled_official;2018-01-01;Santarém;Portugal;matched
646;225693;matched_scaled_official;2018-01-01;Leiria;Portugal;matched
647;241720;matched_scaled_official;2018-01-01;Coimbra;Portugal;matched
648;140842;matched_scaled_official;2018-01-01;Aveiro;Portugal;matched
649;3284720;matched_scaled_official;2023-01-01;Porto;Portugal;matched
650;427390;matched_scaled_official;2021-01-01;Azores;Portugal;matched
651;175322;matched_scaled_official;2018-01-01;Viseu;Portugal;matched
652;362390;matched_scaled_official;2021-12-01;Satu Mare County;Romania;matched
653;449489;matched_scaled_official;2021-12-01;Arad County;Romania;matched
654;604183;matched_scaled_official;2021-12-01;Bihor County;Romania;matched
655;712939;matched_scaled_official;2021-12-01;Timiș County;Romania;matched
656;256820;matched_scaled_official;2021-12-01;Mehedinți County;Romania;matched
657;656947;matched_scaled_official;2021-12-01;Dolj County;Romania;matched
658;310651;matched_scaled_official;2021-12-01;Călărași County;Romania;matched
659;354582;matched_scaled_official;2021-12-01;Teleorman County;Romania;matched
660;287207;matched_scaled_official;2021-12-01;Giurgiu County;Romania;matched
661;718927;matched_scaled_official;2021-12-01;Constanța County;Romania;matched
662;420049;matched_scaled_official;2021-12-01;Olt County;Romania;matched
663;270244;matched_scaled_official;2021-12-01;Caraș-Severin County;Romania;matched
664;430505;matched_scaled_official;2021-12-01;Botoșani County;Romania;matched
665;833755;matched_scaled_official;2021-12-01;Iași County;Romania;matched
666;410646;matched_scaled_official;2021-12-01;Vaslui County;Romania;matched
667;544559;matched_scaled_official;2021-12-01;Galați County;Romania;matched
668;704191;matched_scaled_official;2021-12-01;Suceava County;Romania;matched
669;495881;matched_scaled_official;2021-12-01;Maramureș County;Romania;matched
670;211904;matched_scaled_official;2021-12-01;Tulcea County;Romania;matched
671;744291;matched_scaled_official;2021-12-01;Cluj County;Romania;matched
672;324383;matched_scaled_official;2021-12-01;Bistrița-Năsăud County;Romania;matched
